Thomas3021	Thomas Riddle	Individual	Thomas Riddle (1880–1943) was a very wealthy Muggle who owned most of the town of Little Hangleton.	muggle	MALE	http://harrypotter.wikia.com/Thomas Riddle	[Thomas Riddle,]	[]
Fleur492	Fleur Isabelle Weasley	Individual	Fleur Isabelle Weasley (née Delacour) (b. c. 1977) was a French, quarter-Veela witch daughter of Apolline Delacour and her husband, and elder sister of Gabrielle.	daughter	FEMALE	http://harrypotter.wikia.com/Fleur Isabelle Weasley	[ Fleur Weasley,Fleur Delacour,]	[]
Crabbe3382	Mr Crabbe	Individual	Mr Crabbe was a wizard, a Death Eater, and the father of Vincent Crabbe.	wizard	MALE	http://harrypotter.wikia.com/Mr Crabbe	[Mr Crabbe,Crabbe,]	[]
Argus45	Argus Filch	Individual	Argus Filch was a Squib and the caretaker of Hogwarts School of Witchcraft and Wizardry since around 1973.	squib	UNKNOWN	http://harrypotter.wikia.com/Argus Filch	[Argus Filch,]	[]
Fergus4738	Fergus	Individual	Fergus (fl.		MALE	http://harrypotter.wikia.com/Fergus	[Fergus,]	[]
Scorpius5038	Scorpius Hyperion Malfoy	Individual	Scorpius Hyperion Malfoy (b. 2006) was a pure-blood wizard and the son of Draco and Astoria Malfoy (née Greengrass).	wizard	MALE	http://harrypotter.wikia.com/Scorpius Hyperion Malfoy	[Scorpius Malfoy,]	[]
Victoire5063	Victoire Weasley	Individual	Victoire Weasley (b. 2 May, early 2000s) Great Britain was a part-veela witch and the eldest child of Bill and Fleur Weasley (née Delacour).	witch	FEMALE	http://harrypotter.wikia.com/Victoire Weasley	[Victoire Weasley,]	[]
Isobel111263	Isobel McGonagall	Individual	Isobel McGonagall (née Ross) (fl.		FEMALE	http://harrypotter.wikia.com/Isobel McGonagall	[Isobel Ross,Isobel McGonagall,]	[]
Weasley378	Weasley family	Family	Weasley is the surname of a pure-blood family (though the most recent generation has many non-pureblood members).	surname	UNKNOWN	http://harrypotter.wikia.com/Weasley family	[a family of red-haired children,]	[]
Severus33	Severus Snape	Individual	Professor Severus Snape (9 January, 1960 – 2 May, 1998) was a half-pure-blood wizard serving as Potions Master (1981-1996), Defence Against the Dark Arts professor (1996-1997), and Headmaster (1997-1998) of Hogwarts School of Witchcraft and Wizardry, as well as a member of the Order of the Phoenix and a Death Eater.	wizard	MALE	http://harrypotter.wikia.com/Severus Snape	[Professor Severus Snape,Potions Master,Snape,]	[<Severus33,father,Tobias563>,<Severus33,mother,Eileen566>,]
Dedalus717	Dedalus Diggle	Individual	Dedalus Diggle (fl.		MALE	http://harrypotter.wikia.com/Dedalus Diggle	[Dedalus Diggle,]	[]
Dudley9733	Dudley Dursley's gang	Organisation	Dudley Dursley's gang was a group of bullies led by Dudley Dursley.	group	UNKNOWN	http://harrypotter.wikia.com/Dudley Dursley's gang	[gang,]	[]
Mary5004	Mary Riddle	Individual	Mary Riddle (1883–1943) was the wife of Thomas Riddle and mother of Tom Riddle and thus the paternal grandmother of Tom Marvolo Riddle, also known as Lord Voldemort.	wife	FEMALE	http://harrypotter.wikia.com/Mary Riddle	[Mary Riddle,]	[]
Fang623	Fang	Pet individual	Fang (fl.		MALE	http://harrypotter.wikia.com/Fang	[Fang,]	[]
Great3880	Great Hall	Location	The Great Hall in the Hogwarts Castle is the main gathering area in the school, which is located off the Entrance Hall.	area	UNKNOWN	http://harrypotter.wikia.com/Great Hall	[Great Hall,]	[]
Peeves39	Peeves	Individual	Peeves was a poltergeist at Hogwarts School of Witchcraft and Wizardry, since c. 993.	poltergeist	MALE	http://harrypotter.wikia.com/Peeves	[Peeves,]	[]
Arcturus6725	Arcturus Black	Individual	Arcturus Black O.M. (First Class) (1901 – 1991) was a pure-blood wizard and member of the noble House of Black.	wizard	MALE	http://harrypotter.wikia.com/Arcturus Black	[Arcturus Black III,]	[]
Stonewall9956	Stonewall High	School	Stonewall High is a state secondary school in the United Kingdom that the Dursley Family had planned for Harry Potter to attend.	school	UNKNOWN	http://harrypotter.wikia.com/Stonewall High	[Stonewall High,]	[]
Tom343	Tom Marvolo Riddle	Individual	Tom Marvolo Riddle (31 December, 1926 – 2 May, 1998), later (and better) known as Lord Voldemort, was a half-blood wizard considered to have been the most powerful and dangerous dark wizard of all time.	wizard	MALE	http://harrypotter.wikia.com/Tom Marvolo Riddle	[Lord Voldemort,You-Know-Who,Tom Riddle,Voldemort,]	[<Tom343,father,Tom823>,<Tom343,mother,Merope283>,<Tom343,daughter,Delphini192667>,<Tom343,paternal grandfather,Thomas3021>,<Tom343,paternal grandmother,Mary5004>,<Tom343,maternal grandfather,Marvolo502>,<Tom343,maternal uncle,Morfin503>,<Tom343,ancestor,Corvinus151156>,<Tom343,distant relative,Gormlaith191439>,<Tom343,distant relative,Rionach191461>,<Tom343,distant cousin,Isolt191422>,<Tom343,distant cousin,Rionach191467>,<Tom343,distant cousin,Martha191468>,<Tom343,distant cousin,James77>,<Tom343,distant cousin,Harry13>,<Tom343,distant cousin,James5039>,<Tom343,distant cousin,Albus5091>,<Tom343,distant cousin,Lily403>,<Tom343,ancestor,Salazar341>,<Tom343,ancestor,Cadmus5491>,]
West37051	West Country	Location	The West Country is a region of south-western England, typically defined as including the counties of Cornwall, Devon, Dorset, and Somerset, although Wiltshire, Gloucestershire and Herefordshire are often included.	region	UNKNOWN	http://harrypotter.wikia.com/West Country	[West Country,]	[]
Owl1022	Owl	Creature	Owls are birds of prey.	bird	UNKNOWN	http://harrypotter.wikia.com/Owl	[Owl,]	[]
Hugo5041	Hugo Granger-Weasley	Individual	Hugo Granger-Weasley (b. September 2008 or later) was a half-blood wizard and the second child of Ronald Weasley and Hermione Granger.	wizard	MALE	http://harrypotter.wikia.com/Hugo Granger-Weasley	[Hugo Granger-Weasley,]	[]
Mirror5272	The Mirror of Erised	Object	The Mirror of Erised is a mirror, which, according to Albus Dumbledore, shows the "deepest, most desperate desire of our hearts."	mirror	UNKNOWN	http://harrypotter.wikia.com/The Mirror of Erised	[Mirror of Erised,]	[]
Kendra5108	Kendra Dumbledore	Individual	Kendra Dumbledore (c. 1851 – Summer 1899) was a Muggle-bornwitch, the wife of Percival Dumbledore.	muggle-bornwitch	FEMALE	http://harrypotter.wikia.com/Kendra Dumbledore	[Kendra Dumbledore,]	[]
Evans7012	Mr Evans	Individual	Mr Evans (died between 1 September 1971 and 31 October 1981) was a Muggle and the father of Petunia and Lily Evans.	muggle	MALE	http://harrypotter.wikia.com/Mr Evans	[Mr Evans,Evans sisters' father,]	[]
Killing524	Killing Curse	Spell	The Killing Curse (Avada Kedavra) is a tool of the Dark Arts and one of the three Unforgivable Curses.	tool	UNKNOWN	http://harrypotter.wikia.com/Killing Curse	[spell he used,]	[]
Trophy14219	Trophy Room	Location	The Trophy Room is a room that moves between the third and sixth-floors of Hogwarts Castle.	room	UNKNOWN	http://harrypotter.wikia.com/Trophy Room	[Trophy Room,]	[]
Morfin503	Morfin Gaunt	Individual	Morfin Gaunt (c. 1900 – before 1996) was a pure-blood wizard descended from Salazar Slytherin.	wizard	MALE	http://harrypotter.wikia.com/Morfin Gaunt	[Morfin Gaunt,]	[]
Elixir2499	Elixir of Life	Potion	The Elixir of Life is a potion produced by using the Philosopher's Stone that extends the life of the drinker.	potion	UNKNOWN	http://harrypotter.wikia.com/Elixir of Life	[Elixir of Life,]	[]
Fred5309	Fred Weasley	Individual	Fred Weasley (b. 2000s) was the oldest child of George and Angelina Weasley (née Johnson).	child	MALE	http://harrypotter.wikia.com/Fred Weasley	[Fred Weasley II,]	[]
Hogwarts156240	Hogwarts express ticket	Object	A Hogwarts Express ticket is a ticket provided to all who are attending Hogwarts School of Witchcraft and Wizardry for the first time.	ticket	UNKNOWN	http://harrypotter.wikia.com/Hogwarts express ticket	[Hogwarts Express ticket,train ticket,]	[]
Vampire711	Vampire	Creature	A vampire is a magical humanoid that is famed for biting people on the neck and sucking their blood.	humanoid	UNKNOWN	http://harrypotter.wikia.com/Vampire	[vampire,]	[]
Percival5061	Percival Dumbledore	Individual	Percival Dumbledore (fl.		MALE	http://harrypotter.wikia.com/Percival Dumbledore	[Percival Dumbledore,]	[]
Galleon819	Galleon or Gold-Galleon	Object	A Galleon or Gold-Galleon () is the most valued coin of the wizarding currency.	coin	UNKNOWN	http://harrypotter.wikia.com/Galleon or Gold-Galleon	[Galleon,]	[]
Poppy43	Poppy Pomfrey	Individual	Madam Poppy Pomfrey was the matron at Hogwarts School of Witchcraft and Wizardry.	matron	FEMALE	http://harrypotter.wikia.com/Poppy Pomfrey	[Pomfrey,]	[]
Cedrella6739	Cedrella Weasley	Individual	Cedrella Weasley (née Black) (fl.		FEMALE	http://harrypotter.wikia.com/Cedrella Weasley	[Cedrella Weasley,Cedrella Black,]	[]
Eileen566	Eileen Snape	Individual	Eileen Snape (née Prince) (born c. 1929) was a British witch, wife to the Muggle Tobias Snape and mother to Severus Snape.	witch	FEMALE	http://harrypotter.wikia.com/Eileen Snape	[Eileen Prince,Eileen Snape,]	[]
Fabian910	Fabian Prewett	Individual	Fabian Prewett (d. 1981) was a pure-blood wizard and the brother of both Gideon and Molly.	wizard	MALE	http://harrypotter.wikia.com/Fabian Prewett	[Fabian Prewett,]	[]
Grawp701	Grawp	Individual	Grawp (b. post 1931) was a giant that was known, despite standing a full sixteen feet tall, for his small stature and short height.	giant	MALE	http://harrypotter.wikia.com/Grawp	[Grawp,]	[]
Remembrall3092	Remembrall	Object	A Remembrall is a large marble sized glass ball that contains smoke which turns red when its owner has forgotten something.	ball	UNKNOWN	http://harrypotter.wikia.com/Remembrall	[Remembrall,]	[]
Gideon909	Gideon Prewett	Individual	Gideon Prewett (d. 1981) was a pure-blood wizard, the brother of both Fabian and Molly.	wizard	MALE	http://harrypotter.wikia.com/Gideon Prewett	[Gideon Prewett,]	[]
Platform122466	Platform Nine	Location	Platform Nine was one of the Muggle railway platforms at King's Cross Station.	one	UNKNOWN	http://harrypotter.wikia.com/Platform Nine	[nine,]	[]
Fred215	Fred Weasley	Individual	Fred Weasley (1 April, 1978 – 2 May, 1998) was a pure-blood wizard, a son of Arthur Weasley and Molly Weasley (née Prewett), brother to Bill, Charlie, Percy, Ron, and Ginny Weasley, and twin brother to George Weasley.	wizard	MALE	http://harrypotter.wikia.com/Fred Weasley	[Fred Weasley,]	[]
Elphinstone119024	Elphinstone Urquart	Individual	Elphinstone Urquart (d. 1985) was a pure-blood wizard and a Ministry of Magic official for the Department of Magical Law Enforcement in the 1950s.	wizard	MALE	http://harrypotter.wikia.com/Elphinstone Urquart	[Elphinstone Urquart,]	[]
Broomstick669	Broomstick	Object	Broomsticks, also known as brooms, are one of the means employed by wizards and witches to transport themselves between locations.	one	UNKNOWN	http://harrypotter.wikia.com/Broomstick	[Broomstick,]	[]
Irma3146	Irma Black	Individual	Irma Black (née Crabbe) (fl.		FEMALE	http://harrypotter.wikia.com/Irma Black	[Irma Crabbe,Irma Black,]	[]
Hufflepuff11	Hufflepuff	House	Hufflepuff is one of the four Houses of Hogwarts School of Witchcraft and Wizardry.	one	UNKNOWN	http://harrypotter.wikia.com/Hufflepuff	[Hufflepuff,]	[]
Albus5091	Albus Severus Potter	Individual	Albus Severus "Al" Potter (b. c. 2006) was a half-pure-blood wizard, the second son of Harry and Ginevra Potter (née Weasley).	wizard	MALE	http://harrypotter.wikia.com/Albus Severus Potter	[Albus Potter,]	[]
Cannon30830	Cannon	Object	A cannon is a piece of artillery typically used as a weapon, although they are also commonly used for ceremonial purposes.	piece	UNKNOWN	http://harrypotter.wikia.com/Cannon	[cannon,]	[]
Harry13	Harry James Potter	Individual	Harry James Potter (b. 31 July 1980) is a half-pure-blood wizard, and one of the most famous wizards of modern times.	wizard	MALE	http://harrypotter.wikia.com/Harry James Potter	[Boy Who Lived,Harry Potter,Harry,]	[<Harry13,paternal ancestor,Ignotus5139>,<Harry13,paternal ancestor,Linfred183106>,<Harry13,paternal grandfather,Fleamont10266>,<Harry13,paternal grandmother,Euphemia10269>,<Harry13,maternal grandfather,Evans7012>,<Harry13,maternal grandmother,Evans12552>,<Harry13,father,James77>,<Harry13,mother,Lily409>,<Harry13,father-in-law,Arthur26>,<Harry13,mother-in-law,Molly27>,<Harry13,wife,Ginevra25>,<Harry13,son,James5039>,<Harry13,son,Albus5091>,<Harry13,daughter,Lily403>,<Harry13,brother-in-law,Ronald14>,<Harry13,sister-in-law,Hermione15>,<Harry13,niece,Rose5040>,<Harry13,nephew,Hugo5041>,<Harry13,brother-in-law,Fred215>,<Harry13,brother-in-law,George216>,<Harry13,sister-in-law,Angelina327>,<Harry13,nephew,Fred5309>,<Harry13,niece,Roxanne7964>,<Harry13,brother-in-law,William28>,<Harry13,sister-in-law,Fleur492>,<Harry13,niece,Victoire5063>,<Harry13,niece,Dominique7959>,<Harry13,nephew,Louis7960>,<Harry13,brother-in-law,Charles145541>,<Harry13,brother-in-law,Percy30>,<Harry13,sister-in-law,Audrey7961>,<Harry13,niece,Molly7963>,<Harry13,niece,Lucy7962>,<Harry13,maternal aunt,Petunia437>,<Harry13,maternal uncle by marriage,Vernon384>,<Harry13,maternal first cousin,Dudley438>,<Harry13,cousin-in-law,Dudley15557>,<Harry13,first cousins once removed,Dudley14971>,<Harry13,distant cousin,Tom343>,<Harry13,in-laws,Weasley378>,<Harry13,paternal ancestors,Fleamont183112>,<Harry13,paternal ancestors,Dorea3839>,<Harry13,paternal relatives,Gaunt685>,]
Ross119011	Mrs Ross	Individual	Mrs Ross was a Scottish witch and she and her husband had at least one child, Isobel.	witch	FEMALE	http://harrypotter.wikia.com/Mrs Ross	[Mrs Ross,Isobel Ross's mother,]	[]
Fridwulfa4542	Fridwulfa	Individual	Fridwulfa was a giantess and the mother of the Half-giant Rubeus Hagrid, and the giant Grawp.	giantess	FEMALE	http://harrypotter.wikia.com/Fridwulfa	[Fridwulfa,]	[]
Dark8838	Dark Wizard	Organisation	A Dark Wizard or Witch is any magical person who primarily studies and/or practises the Dark Arts, otherwise known as Dark Magic.	person	UNKNOWN	http://harrypotter.wikia.com/Dark Wizard	[Dark Wizard,]	[]
Ross119016	Mr Ross	Individual	Mr Ross was a Scottish wizard and he and his wife, a witch, had at least one child, Isobel.	wizard	MALE	http://harrypotter.wikia.com/Mr Ross	[Isobel Ross's father,Mr Ross,]	[]
Ignatius4570	Ignatius Prewett	Individual	Ignatius Prewett was a pure-blood wizard who married Lucretia Black.	wizard	MALE	http://harrypotter.wikia.com/Ignatius Prewett	[Ignatius Prewett,]	[]
Wizardkind3052	Wizardkind	Creature	Wizardkind are humans that are born with the ability to perform magic.	humans	UNKNOWN	http://harrypotter.wikia.com/Wizardkind	[Wizards,witch,wizard,]	[]
Rionach191467	Rionach Steward	Individual	Rionach Steward (b. 1600s) was a half-blood American witch and the younger twin daughter of Isolt Sayre and James Steward.	witch	FEMALE	http://harrypotter.wikia.com/Rionach Steward	[Rionach Steward,]	[]
Zombie3741	Zombie	Creature	Zombies are "living dead" creatures that dwell in the southern part of the United States of America.	creature	UNKNOWN	http://harrypotter.wikia.com/Zombie	[troublesome zombie,]	[]
Petunia437	Petunia Dursley	Individual	Petunia Dursley (née Evans) (c. 1960 – c. 2020) was a Muggle, the elder daughter of Mr. and Mrs Evans and the sister of the Muggle-born witch Lily.	muggle	FEMALE	http://harrypotter.wikia.com/Petunia Dursley	[Petunia,Aunt Petunia,Petunia Dursley,]	[<Petunia437,father,Evans7012>,<Petunia437,mother,Evans12552>,<Petunia437,sister,Lily409>,<Petunia437,husband,Vernon384>,<Petunia437,sister-in-law,Marjorie510>,<Petunia437,mother-in-law,Dursley95378>,<Petunia437,brother-in-law,James77>,<Petunia437,son,Dudley438>,<Petunia437,nephew,Harry13>,<Petunia437,daughter-in-law,Dudley15557>,<Petunia437,niece-in-law,Ginevra25>,]
Hogwarts11345	Hogwarts uniform	Object	The Hogwarts uniform is the clothing that students attending Hogwarts School of Witchcraft and Wizardry are required to wear.	clothing	UNKNOWN	http://harrypotter.wikia.com/Hogwarts uniform	[pointed hat,]	[]
Doris7230	Doris Crockford	Individual	Doris Crockford was a witch who greeted Harry Potter in the Leaky Cauldron on the way to Harry's first trip into Diagon Alley on 31 July 1991.	witch	FEMALE	http://harrypotter.wikia.com/Doris Crockford	[Doris Crockford,]	[]
Rionach191461	Rionach Sayre	Individual	Rionach Sayre (née Gaunt) (d. 1608) was an Irish pure-blood witch.	witch	UNKNOWN	http://harrypotter.wikia.com/Rionach Sayre	[Rionach Gaunt,]	[]
Ollivander119068	Mrs Ollivander	Individual	Mrs Ollivander was a Muggle-born witch.	witch	FEMALE	http://harrypotter.wikia.com/Mrs Ollivander	[Mrs Ollivander,Garrick Ollivander's mother,]	[]
George216	George Weasley	Individual	George Weasley (b. 1 April, 1978) was a pure-blood wizard, son of Arthur Weasley and Molly Weasley (née Prewett), brother of Bill, Charlie, Percy, Ron, and Ginny, and twin brother of the late Fred Weasley.	wizard	MALE	http://harrypotter.wikia.com/George Weasley	[George Weasley,]	[]
Minister362	Minister for Magic	Official post	The Minister for Magic is the leader of the wizarding community in the United Kingdom and Ireland and the highest ranking member of the Ministry of Magic, which they control.	leader	UNKNOWN	http://harrypotter.wikia.com/Minister for Magic	[Minister,]	[]
Garrick3857	Garrick Ollivander	Individual	Garrick Ollivander (b. 25 September, in or prior to 1907) was the proprietor of Ollivanders in Diagon Alley during most of the 20th century.	proprietor	MALE	http://harrypotter.wikia.com/Garrick Ollivander	[Mr Ollivander,]	[<Garrick3857,father,Gervaise119083>,<Garrick3857,mother,Ollivander119068>,<Garrick3857,paternal grandfather,Gerbold119174>,<Garrick3857,ancestor,Geraint119170>,]
Defence47697	Defence Against the Dark Arts	Class	Defence Against the Dark Arts (sometimes written as DADA) is a subject taught at Hogwarts School of Witchcraft and Wizardry and Ilvermorny School of Witchcraft and Wizardry.	subject	UNKNOWN	http://harrypotter.wikia.com/Defence Against the Dark Arts	[Defence Against the Dark Arts,]	[]
Robes29284	Robes	Object	Robes are loose-fitting outer garments most commonly worn by wizards and witches.		UNKNOWN	http://harrypotter.wikia.com/Robes	[robes,]	[]
Kent61724	Kent	Location	Kent is a county in south-east England.	county	UNKNOWN	http://harrypotter.wikia.com/Kent	[Kent,]	[]
Walburga2762	Walburga Black	Individual	Walburga Black (1925 – 1985) was a pure-blood witch, the daughter of Pollux Black and Irma Crabbe, the sister of Alphard and Cygnus, the wife and second cousin of Orion Black and the mother of Sirius III and Regulus II.	witch	FEMALE	http://harrypotter.wikia.com/Walburga Black	[Walburga Black,]	[]
Norwegian3586	Norwegian Ridgeback	Creature	The Norwegian Ridgeback is a dragon native to Norway, and its typical habitat is the Northern mountains.	native	UNKNOWN	http://harrypotter.wikia.com/Norwegian Ridgeback	[Norwegian Ridgeback,]	[]
Fluffy671	Fluffy	Pet individual	Fluffy was a large, vicious, three-headed dog who was once cared for by Rubeus Hagrid.	dog	MALE	http://harrypotter.wikia.com/Fluffy	[Fluffy,three-headed dog,]	[]
Regulus83	Regulus Arcturus Black	Individual	Regulus Arcturus Black (1961 – 1979) was a pure-blood wizard, born to Orion and Walburga Black, and the younger brother of Sirius Black.	wizard	MALE	http://harrypotter.wikia.com/Regulus Arcturus Black	[Regulus Black,]	[]
Smallest20596	The Smallest Bedroom	Location	The Smallest Bedroom is a room located on the upper story of number 4 Privet Drive.	room	UNKNOWN	http://harrypotter.wikia.com/The Smallest Bedroom	[Dudley's second bedroom,]	[]
Pollux2760	Pollux Black	Individual	Pollux Black (1912 – 1990) was a pure-blood wizard, the eldest child of Cygnus Black II and Violetta Bulstrode, the brother of Cassiopeia Black, Marius Black, and Dorea Black, the husband of Irma Crabbe, the father of Walburga Black, Alphard Black, and Cygnus Black III, the grandfather of Sirius Black, Regulus Black, Bellatrix Lestrange, Andromeda Tonks, and Narcissa Malfoy, the great-grandfather of Draco Malfoy, Nymphadora Tonks and Delphini, and the great-great-grandfather of Teddy Lupin and Scorpius Malfoy.	wizard	MALE	http://harrypotter.wikia.com/Pollux Black	[Pollux Black,]	[]
Vernon384	Vernon Dursley	Individual	Vernon Dursley was a Muggle, husband of Petunia Evans, father of Dudley and uncle of Harry Potter by marriage.	husband	MALE	http://harrypotter.wikia.com/Vernon Dursley	[Vernon Dursley,Uncle Vernon,Vernon,]	[<Vernon384,sister,Marjorie510>,<Vernon384,wife,Evans11522>,<Vernon384,son,Dudley438>,<Vernon384,daughter-in-law,Dudley15557>,<Vernon384,father-in-law,Evans7012>,<Vernon384,mother-in-law,Evans12552>,<Vernon384,sister-in-law,Lily409>,<Vernon384,brother-in-law,James77>,<Vernon384,nephew,Harry13>,<Vernon384,niece-in-law,Ginevra25>,]
Quill4513	Quill	Object	A quill is a writing instrument made from a feather whose tip has been cut into a pointed shape.	instrument	UNKNOWN	http://harrypotter.wikia.com/Quill	[quill,]	[]
Minerva32	Minerva McGonagall	Individual	Professor Minerva McGonagall, O.M. (First Class), (b. 4 October,1935) was a half-blood witch, the only daughter of Muggle Robert McGonagall and witch Isobel Ross.	witch	FEMALE	http://harrypotter.wikia.com/Minerva McGonagall	[Professor McGonagall,McGonagall,Minerva McGonagall,Professor Minerva McGonagall,silver tabby cat,]	[<Minerva32,father,Robert111238>,<Minerva32,mother,Isobel111263>,<Minerva32,husband,Elphinstone119024>,<Minerva32,brother,Malcolm119020>,<Minerva32,brother,Robert119022>,<Minerva32,maternal grandfather,Ross119016>,<Minerva32,maternal grandmother,Ross119011>,<Minerva32,maternal great-grandmother,Minerva18884>,<Minerva32,possible ancestor,William123014>,<Minerva32,possible relative,M.7567>,]
Vault11442	Vault 713	Location	Vault 713 is a high security vault at Gringotts Wizarding Bank in London, England.	vault	UNKNOWN	http://harrypotter.wikia.com/Vault 713	[Vault 713,]	[]
Squib282	Squib	Creature	A Squib, also known as a wizard-born, is a non-magical person who is born to at least one magical parent.	person	UNKNOWN	http://harrypotter.wikia.com/Squib	[Squib,]	[]
Lily409	Lily J. Potter	Individual	Lily J.Potter (née Evans) (30 January, 1960 – 31 October, 1981) was a Muggle-bornwitch, the younger daughter of Mr and Mrs Evans and the younger sister of Petunia Evans, who would later be the person who would take care of Lily's son.	muggle-bornwitch	FEMALE	http://harrypotter.wikia.com/Lily J. Potter	[mother,Lily Potter,Lily,]	[<Lily409,father,Evans7012>,<Lily409,mother,Evans12552>,<Lily409,sister,Petunia437>,<Lily409,husband,James77>,<Lily409,son,Harry13>,<Lily409,daughter-in-law,Ginevra25>,<Lily409,grandson,James5039>,<Lily409,grandson,Albus5091>,<Lily409,granddaughter,Lily403>,<Lily409,brother-in-law,Vernon384>,<Lily409,nephew,Dudley438>,<Lily409,niece-in-law,Dudley15557>,<Lily409,father-in-law,Fleamont10266>,<Lily409,mother-in-law,Euphemia10269>,<Lily409,in-laws,Potter2756>,]
Robert111238	Robert McGonagall Senior	Individual	Reverend Robert McGonagall Senior was a Muggle and Presbyterian minister who lived in Caithness, in Scotland, during the early twentieth century.	minister	MALE	http://harrypotter.wikia.com/Robert McGonagall Senior	[Robert McGonagall Snr,]	[]
